case_id,from_resource,to_resource,activity,timestamp,message
S_llm_agent_proxy_0068,Senior Officer-000001,Clerk-000007,Approve application,2023-04-25T22:36:05+00:00,Handover for Approve application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0069,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T18:50:38+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0069,Appraiser-000001,Clerk-000005,Check credit history,2023-04-25T19:54:22+00:00,Handover for Check credit history; selected Clerk-000005 from 8 feasible resources.
S_llm_agent_proxy_0069,Clerk-000005,AML Investigator-000002,AML check,2023-04-25T19:54:48+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0069,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-25T21:54:01+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0069,Loan Officer-000004,Clerk-000006,Reject application,2023-04-25T22:14:01+00:00,Handover for Reject application; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0070,Clerk-000004,AML Investigator-000002,AML check,2023-04-25T21:48:26+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0070,AML Investigator-000002,Clerk-000006,Check credit history,2023-04-25T21:52:15+00:00,Handover for Check credit history; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0070,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T21:59:17+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0070,Appraiser-000001,Loan Officer-000002,Assess loan risk,2023-04-25T22:33:22+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0070,Loan Officer-000002,Loan Officer-000003,Design loan offer,2023-04-25T22:53:22+00:00,Handover for Design loan offer; selected Loan Officer-000003 from 4 feasible resources.
S_llm_agent_proxy_0070,Loan Officer-000003,Senior Officer-000001,Approve loan offer,2023-04-25T23:05:40+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0070,Senior Officer-000001,Clerk-000008,Approve application,2023-04-25T23:25:40+00:00,Handover for Approve application; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0071,Clerk-000002,Clerk-000006,Check credit history,2023-04-25T19:39:12+00:00,Handover for Check credit history; selected Clerk-000006 from 7 feasible resources.
S_llm_agent_proxy_0071,Clerk-000006,Appraiser-000001,Appraise property,2023-04-25T20:17:27+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0071,Appraiser-000001,AML Investigator-000001,AML check,2023-04-25T20:51:30+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0071,AML Investigator-000001,Loan Officer-000004,Assess loan risk,2023-04-25T22:10:14+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0071,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-25T22:30:14+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0071,Loan Officer-000001,Senior Officer-000002,Approve loan offer,2023-04-25T22:38:17+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0071,Senior Officer-000002,Clerk-000003,Approve application,2023-04-25T22:58:17+00:00,Handover for Approve application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000005,Clerk-000006,Return application back to applicant,2023-04-25T20:21:28+00:00,Handover for Return application back to applicant; selected Clerk-000006 from 4 feasible resources.
S_llm_agent_proxy_0072,Clerk-000006,Applicant-000001,Applicant completes form,2023-04-25T20:26:28+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0072,Applicant-000001,Clerk-000006,Check application form completeness,2023-04-25T21:26:28+00:00,Handover for Check application form completeness; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0072,Clerk-000006,Clerk-000003,Check credit history,2023-04-25T21:30:39+00:00,Handover for Check credit history; selected Clerk-000003 from 7 feasible resources.
S_llm_agent_proxy_0072,Clerk-000003,AML Investigator-000001,AML check,2023-04-25T21:46:35+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0072,AML Investigator-000001,Appraiser-000002,Appraise property,2023-04-25T22:29:43+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0072,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-26T00:04:54+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0072,Loan Officer-000004,Clerk-000007,Reject application,2023-04-26T00:24:54+00:00,Handover for Reject application; selected Clerk-000007 from 8 feasible resources.
S_llm_agent_proxy_0073,Clerk-000007,Clerk-000008,Check credit history,2023-04-25T20:53:12+00:00,Handover for Check credit history; selected Clerk-000008 from 7 feasible resources.
S_llm_agent_proxy_0073,Clerk-000008,Appraiser-000002,Appraise property,2023-04-26T13:54:55+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0073,Appraiser-000002,AML Investigator-000002,AML check,2023-04-26T14:38:46+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0073,AML Investigator-000002,Loan Officer-000004,Assess loan risk,2023-04-26T15:25:14+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0073,Loan Officer-000004,Loan Officer-000001,Design loan offer,2023-04-26T15:45:14+00:00,Handover for Design loan offer; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0073,Loan Officer-000001,Senior Officer-000001,Approve loan offer,2023-04-26T15:55:42+00:00,Handover for Approve loan offer; selected Senior Officer-000001 from 2 feasible resources.
S_llm_agent_proxy_0073,Senior Officer-000001,Clerk-000004,Approve application,2023-04-26T16:15:42+00:00,Handover for Approve application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0074,Clerk-000008,Clerk-000007,Check credit history,2023-04-25T21:39:09+00:00,Handover for Check credit history; selected Clerk-000007 from 7 feasible resources.
S_llm_agent_proxy_0074,Clerk-000007,Appraiser-000001,Appraise property,2023-04-25T22:33:12+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0074,Appraiser-000001,AML Investigator-000002,AML check,2023-04-25T22:38:06+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0074,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-25T23:32:07+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0074,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-25T23:52:07+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0074,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-25T23:54:34+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0074,Senior Officer-000002,Clerk-000003,Cancel application,2023-04-26T00:14:34+00:00,Handover for Cancel application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0075,Clerk-000002,AML Investigator-000001,AML check,2023-04-26T13:44:21+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0075,AML Investigator-000001,Clerk-000002,Check credit history,2023-04-26T15:30:29+00:00,Handover for Check credit history; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0075,Clerk-000002,Appraiser-000001,Appraise property,2023-04-26T16:46:18+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0075,Appraiser-000001,Loan Officer-000001,Assess loan risk,2023-04-26T16:48:02+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0075,Loan Officer-000001,Clerk-000003,Reject application,2023-04-26T17:08:02+00:00,Handover for Reject application; selected Clerk-000003 from 8 feasible resources.
S_llm_agent_proxy_0076,Clerk-000003,Appraiser-000001,Appraise property,2023-04-25T23:21:30+00:00,Handover for Appraise property; selected Appraiser-000001 from 2 feasible resources.
S_llm_agent_proxy_0076,Appraiser-000001,Clerk-000001,Check credit history,2023-04-26T00:13:16+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0076,Clerk-000001,AML Investigator-000001,AML check,2023-04-26T00:18:13+00:00,Handover for AML check; selected AML Investigator-000001 from 2 feasible resources.
S_llm_agent_proxy_0076,AML Investigator-000001,Loan Officer-000002,Assess loan risk,2023-04-26T00:37:07+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0076,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-26T00:57:07+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0076,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T01:02:29+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0076,Senior Officer-000002,Clerk-000002,Approve application,2023-04-26T01:22:29+00:00,Handover for Approve application; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0077,Clerk-000004,AML Investigator-000002,AML check,2023-04-26T01:18:26+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0077,AML Investigator-000002,Clerk-000001,Check credit history,2023-04-26T01:28:32+00:00,Handover for Check credit history; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0077,Clerk-000001,Appraiser-000002,Appraise property,2023-04-26T02:02:12+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0077,Appraiser-000002,Loan Officer-000002,Assess loan risk,2023-04-26T02:48:14+00:00,Handover for Assess loan risk; selected Loan Officer-000002 from 4 feasible resources.
S_llm_agent_proxy_0077,Loan Officer-000002,Loan Officer-000004,Design loan offer,2023-04-26T03:08:14+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0077,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T03:08:28+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0077,Senior Officer-000002,Clerk-000001,Cancel application,2023-04-26T03:28:28+00:00,Handover for Cancel application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0078,Clerk-000007,Appraiser-000002,Appraise property,2023-04-25T23:09:19+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0078,Appraiser-000002,Clerk-000008,Check credit history,2023-04-25T23:40:04+00:00,Handover for Check credit history; selected Clerk-000008 from 8 feasible resources.
S_llm_agent_proxy_0078,Clerk-000008,AML Investigator-000002,AML check,2023-04-25T23:40:22+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0078,AML Investigator-000002,Loan Officer-000001,Assess loan risk,2023-04-26T00:06:31+00:00,Handover for Assess loan risk; selected Loan Officer-000001 from 4 feasible resources.
S_llm_agent_proxy_0078,Loan Officer-000001,Loan Officer-000004,Design loan offer,2023-04-26T00:26:31+00:00,Handover for Design loan offer; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0078,Loan Officer-000004,Senior Officer-000002,Approve loan offer,2023-04-26T00:32:07+00:00,Handover for Approve loan offer; selected Senior Officer-000002 from 2 feasible resources.
S_llm_agent_proxy_0078,Senior Officer-000002,Clerk-000001,Cancel application,2023-04-26T00:52:07+00:00,Handover for Cancel application; selected Clerk-000001 from 8 feasible resources.
S_llm_agent_proxy_0079,Clerk-000004,AML Investigator-000002,AML check,2023-04-25T23:51:41+00:00,Handover for AML check; selected AML Investigator-000002 from 2 feasible resources.
S_llm_agent_proxy_0079,AML Investigator-000002,Clerk-000004,Check credit history,2023-04-26T00:06:21+00:00,Handover for Check credit history; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0079,Clerk-000004,Appraiser-000002,Appraise property,2023-04-26T18:38:27+00:00,Handover for Appraise property; selected Appraiser-000002 from 2 feasible resources.
S_llm_agent_proxy_0079,Appraiser-000002,Loan Officer-000004,Assess loan risk,2023-04-26T21:32:12+00:00,Handover for Assess loan risk; selected Loan Officer-000004 from 4 feasible resources.
S_llm_agent_proxy_0079,Loan Officer-000004,Clerk-000004,Reject application,2023-04-26T21:52:12+00:00,Handover for Reject application; selected Clerk-000004 from 8 feasible resources.
S_llm_agent_proxy_0080,Clerk-000001,Clerk-000002,Return application back to applicant,2023-04-26T16:24:19+00:00,Handover for Return application back to applicant; selected Clerk-000002 from 5 feasible resources.
S_llm_agent_proxy_0080,Clerk-000002,Applicant-000001,Applicant completes form,2023-04-26T16:29:19+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0080,Applicant-000001,Clerk-000002,Check application form completeness,2023-04-26T17:29:19+00:00,Handover for Check application form completeness; selected Clerk-000002 from 8 feasible resources.
S_llm_agent_proxy_0080,Clerk-000002,Clerk-000007,Return application back to applicant,2023-04-26T17:33:21+00:00,Handover for Return application back to applicant; selected Clerk-000007 from 5 feasible resources.
S_llm_agent_proxy_0080,Clerk-000007,Applicant-000001,Applicant completes form,2023-04-26T17:38:21+00:00,Handover for Applicant completes form; selected Applicant-000001 from 1 feasible resources.
S_llm_agent_proxy_0080,Applicant-000001,Clerk-000006,Check application form completeness,2023-04-26T18:38:21+00:00,Handover for Check application form completeness; selected Clerk-000006 from 8 feasible resources.
S_llm_agent_proxy_0080,Clerk-000006,Clerk-000001,Check credit history,2023-04-26T18:52:22+00:00,Handover for Check credit history; selected Clerk-000001 from 7 feasible resources.
